population_affected,casualty_count,structure_damage_pct,road_accessibility_score,hours_since_last_goods,goods_received_ratio,vulnerability_index,priority_score
5567,25,0.3362,0.0,12,0.0171,0.2882,56.3
2201,3,0.0361,0.5,31,0.5545,0.2103,22.92
913,0,0.4471,0.0,110,0.5541,0.3763,51.45
3149,4,0.1047,0.0,44,0.0866,0.5678,50.01
11470,21,0.0106,0.0,59,0.3376,0.2923,60.52
616,4,0.0218,0.0,13,0.3259,0.5803,38.72
5427,12,0.0459,1.0,12,0.2896,0.1634,10.07
3023,5,0.0909,0.5,28,0.4027,0.2258,28.45
1123,3,0.831,0.5,104,0.2161,0.3922,39.56
266,3,0.3571,1.0,3,0.9013,0.3634,8.76
149,3,0.0061,0.0,10,0.5307,0.1342,29.9
1277,2,0.8532,1.0,92,0.4685,0.5908,17.82
2679,1,0.7012,1.0,98,0.1048,0.3459,24.6
3728,0,0.0929,1.0,9,0.7866,0.3198,15.77
4339,2,0.2302,1.0,45,0.141,0.2695,18.53
2507,1,0.0575,0.0,240,0.2787,0.5444,56.87
2227,1,0.0247,0.5,24,0.4035,0.2254,29.32
1527,5,0.9004,0.5,0,0.5136,0.396,30.98
2726,1,0.1064,0.5,67,0.0276,0.4497,32.61
1138,4,0.8212,0.0,240,0.2433,0.3859,68.61
649,2,0.2704,0.0,67,0.2669,0.3049,43.19
2124,0,0.0536,1.0,92,0.2255,0.1391,10.48
3532,6,0.2501,0.5,7,0.5606,0.4933,28.85
516,0,0.146,0.0,208,0.2208,0.2128,58.68
1277,5,0.0197,0.0,74,0.0857,0.2432,54.75
2064,3,0.7382,0.5,42,0.3379,0.5,27.39
2031,4,0.7684,0.0,113,0.0262,0.3926,64.18
2966,1,0.8486,0.0,240,0.1273,0.368,64.99
6582,26,0.3388,1.0,9,0.8859,0.2403,24.33
151,1,0.1573,0.0,29,0.1078,0.4274,47.78
6778,23,0.329,0.0,225,0.4895,0.5158,72.4
6388,15,0.0723,0.5,37,0.2954,0.3205,38.07
3772,4,0.1992,0.0,51,0.1912,0.3322,45.12
2367,1,0.1886,0.0,63,0.5986,0.3648,44.09
1158,2,0.4881,0.5,70,0.1817,0.2726,33.31
3739,0,0.0755,0.5,114,0.2096,0.432,32.36
2460,3,0.0328,0.5,95,0.3333,0.4768,40.12
1555,3,0.2096,1.0,128,0.134,0.4883,17.62
3672,3,0.0335,1.0,7,0.3806,0.3699,14.54
4123,2,0.251,0.5,14,0.0085,0.5605,31.82
5109,14,0.1074,0.5,10,0.2996,0.2502,41.02
1047,2,0.0531,1.0,1,0.3544,0.4884,3.28
4669,3,0.3752,0.0,240,0.3329,0.3822,68.95
1579,7,0.1413,0.5,12,0.213,0.5632,40.07
2372,3,0.2434,0.0,12,0.0239,0.5064,36.6
2728,5,0.0269,0.0,240,0.3959,0.4843,56.58
4413,3,0.9249,1.0,14,0.124,0.3145,32.28
3412,3,0.1019,0.0,3,0.8256,0.205,38.88
1533,4,0.083,0.5,50,0.0709,0.4943,30.13
182,3,0.1322,0.0,27,0.6322,0.4859,36.37
2941,2,0.3766,0.5,129,0.1369,0.2418,47.11
2299,4,0.135,1.0,79,0.5042,0.2886,8.25
607,3,0.3026,0.5,3,0.8518,0.1305,27.34
2509,4,0.477,1.0,44,0.4965,0.179,8.8
2044,0,0.0136,0.5,21,0.6986,0.2979,14.53
5075,27,0.284,1.0,76,0.2902,0.4642,24.6
7086,13,0.0871,1.0,83,0.18,0.5044,29.29
4052,3,0.1404,0.0,177,0.5548,0.5057,53.84
1952,2,0.4783,1.0,7,0.2016,0.2077,8.61
2190,0,0.122,0.0,206,0.0982,0.4422,52.09
1014,2,0.7901,0.5,15,0.0408,0.3329,25.54
1195,2,0.9282,0.0,17,0.2453,0.1095,40.51
1864,3,0.1696,0.5,11,0.4319,0.4879,26.78
1711,3,0.0259,1.0,7,0.6831,0.1582,3.69
571,1,0.6119,1.0,133,0.3585,0.2434,7.4
5111,18,0.3137,0.5,53,0.1451,0.274,41.66
5600,24,0.3331,1.0,124,0.4957,0.3204,37.39
5000,2,0.03,0.5,200,0.3223,0.2452,43.29
5728,17,0.2458,0.0,164,0.2006,0.2009,59.59
8458,25,0.3033,1.0,137,0.1916,0.4464,44.72
1032,1,0.0605,0.0,23,0.3691,0.176,30.81
8220,13,0.216,1.0,6,0.3501,0.101,22.94
1525,2,0.184,0.0,40,0.5958,0.2337,40.55
3265,2,0.0029,0.0,143,0.3747,0.4886,57.74
432,4,0.8183,0.5,50,0.7685,0.2028,32.83
1365,3,0.1236,0.5,49,0.5168,0.4444,28.29
4133,2,0.0496,0.0,146,0.076,0.2804,59.64
3378,5,0.8069,0.0,29,0.346,0.2875,44.64
1501,6,0.142,0.0,36,0.0543,0.2023,51.84
2189,4,0.0208,1.0,42,0.244,0.4548,0.0
1244,4,0.0636,0.5,55,0.176,0.3556,35.64
4125,0,0.6907,0.0,32,0.1051,0.2018,45.05
5343,14,0.0151,0.0,14,0.1958,0.2698,52.16
1036,0,0.4354,0.0,59,0.1743,0.2972,51.56
2020,6,0.0664,0.5,58,0.133,0.498,34.41
547,4,0.0703,0.5,45,0.7839,0.1038,25.24
2453,3,0.178,0.0,73,0.2754,0.2941,51.2
3023,4,0.0775,1.0,29,0.3859,0.2438,5.84
2605,4,0.1063,0.0,108,0.0262,0.2933,44.29
2852,5,0.3288,0.5,106,0.0943,0.5701,40.36
1855,2,0.4356,1.0,8,0.3911,0.4859,11.15
1890,4,0.1771,0.5,134,0.2634,0.5865,35.85
1821,2,0.5432,0.0,165,0.2486,0.5033,62.83
1330,6,0.5957,0.5,28,0.0756,0.5704,38.39
1475,4,0.0813,0.5,88,0.0929,0.3036,27.35
2924,2,0.6938,1.0,88,0.1721,0.2908,25.15
5115,22,0.0269,0.5,26,0.5238,0.2909,28.87
873,1,0.6369,1.0,6,0.6953,0.1517,1.28
1884,1,0.7729,0.5,49,0.2053,0.4688,29.03
704,1,0.5423,1.0,13,0.4633,0.3551,10.04
1351,0,0.742,0.0,46,0.0795,0.4289,43.72
1549,2,0.7002,1.0,30,0.1172,0.5364,19.08
2324,2,0.0893,0.0,81,0.0979,0.2382,46.58
2275,4,0.0648,0.5,8,0.6789,0.1982,29.4
2006,1,0.1815,0.5,102,0.442,0.332,34.75
2752,0,0.2288,1.0,20,0.1525,0.4951,7.77
955,2,0.0577,0.5,70,0.2436,0.1245,31.79
2339,2,0.102,0.0,221,0.677,0.2496,51.86
3447,1,0.8079,1.0,14,0.3045,0.2376,19.43
944,3,0.6469,1.0,70,0.4067,0.3948,15.17
341,2,0.1908,0.5,70,0.1848,0.1727,34.32
4102,4,0.0477,0.5,20,0.0514,0.1669,33.81
727,3,0.5456,0.5,58,0.2578,0.2118,27.04
1294,5,0.1086,1.0,0,0.5401,0.2011,5.99
3377,3,0.2629,0.0,26,0.3278,0.5015,61.93
899,2,0.8053,1.0,4,0.4933,0.2968,5.88
3909,4,0.3288,0.5,14,0.4441,0.5688,27.62
1136,0,0.3347,1.0,53,0.1376,0.3245,10.06
1014,0,0.0612,0.5,16,0.0099,0.175,17.2
707,2,0.0744,0.0,19,0.0836,0.3139,33.69
1145,3,0.238,1.0,72,0.0566,0.1698,15.04
3063,2,0.8063,1.0,23,0.1515,0.1857,20.8
1295,3,0.7261,1.0,79,0.1357,0.3266,12.51
4114,6,0.4245,0.0,240,0.5475,0.2717,63.28
2069,2,0.0943,0.5,98,0.3911,0.3786,27.92
2211,1,0.0484,1.0,23,0.2591,0.1265,3.98
986,1,0.7389,0.5,16,0.4979,0.48,32.81
4535,4,0.8696,0.0,4,0.7013,0.2214,44.86
3467,1,0.589,0.0,60,0.0306,0.4869,44.48
3398,7,0.0817,0.0,54,0.2797,0.3481,52.51
1771,1,0.1218,0.0,142,0.4199,0.3337,55.84
622,3,0.2401,0.5,22,0.1654,0.3012,26.71
2301,3,0.1097,1.0,1,0.7133,0.2088,3.35
2970,2,0.2875,0.5,24,0.5282,0.5182,27.3
2992,0,0.1167,0.0,139,0.2837,0.5516,48.75
2710,2,0.293,0.5,8,0.7254,0.5229,25.94
2629,1,0.1893,0.5,52,0.6004,0.3665,32.01
1131,1,0.5666,1.0,101,0.3867,0.5062,19.18
1181,6,0.4387,1.0,92,0.0239,0.3917,21.12
714,6,0.0265,0.0,91,0.1423,0.2309,43.46
4146,2,0.0676,1.0,17,0.4488,0.4394,16.71
6875,22,0.1096,0.0,91,0.1534,0.382,64.3
11332,22,0.1878,1.0,45,0.0377,0.2906,27.67
2421,2,0.2035,1.0,53,0.0503,0.1672,6.47
2634,0,0.0205,1.0,3,0.8887,0.3014,4.5
1828,5,0.6855,0.0,24,0.4375,0.3943,51.27
2393,4,0.1751,0.0,183,0.0371,0.446,63.64
896,4,0.4576,0.0,21,0.1453,0.3289,47.1
1799,5,0.0909,0.0,28,0.1772,0.2978,41.94
1022,6,0.9352,0.0,15,0.2824,0.317,54.49
1618,2,0.4092,0.0,72,0.0589,0.1523,43.58
1101,6,0.2651,0.5,49,0.4896,0.2771,27.12
2972,4,0.0722,0.0,17,0.1602,0.3018,36.08
3241,2,0.6336,0.5,205,0.2915,0.3946,45.84
2575,1,0.6684,1.0,84,0.4183,0.1518,15.61
1185,5,0.1991,0.0,19,0.2836,0.4329,49.45
666,4,0.0214,0.5,2,0.6797,0.4033,27.62
3267,3,0.2752,1.0,2,0.5833,0.3874,12.45
2061,5,0.4454,0.5,22,0.0392,0.5467,34.1
324,4,0.2413,0.5,107,0.0234,0.3403,30.27
2287,5,0.1616,1.0,144,0.3204,0.6044,11.4
2648,4,0.5751,0.5,8,0.618,0.2365,25.08
461,3,0.9725,0.5,32,0.507,0.2608,34.2
3009,2,0.1188,1.0,221,0.3218,0.1481,30.73
541,1,0.0832,1.0,13,0.3512,0.6158,5.63
1075,4,0.8166,0.5,30,0.7004,0.2049,33.31
545,0,0.2684,0.5,14,0.2851,0.2825,20.58
977,2,0.015,1.0,9,0.3264,0.454,1.84
671,5,0.1217,0.5,27,0.5664,0.3134,28.16
4128,4,0.0314,0.5,120,0.4619,0.2769,34.03
1696,2,0.5467,0.0,69,0.136,0.1591,53.01
1419,4,0.1318,0.0,115,0.4188,0.2753,38.14
4398,3,0.8052,0.5,61,0.3087,0.5449,36.9
4245,4,0.6676,1.0,21,0.0396,0.392,24.14
1514,0,0.1223,0.5,13,0.2859,0.2646,25.7
2538,2,0.046,1.0,194,0.3068,0.1634,23.92
1265,2,0.7865,1.0,154,0.1738,0.3585,28.05
1906,0,0.0193,1.0,73,0.2135,0.4532,14.62
795,2,0.4778,1.0,1,0.7629,0.4496,1.08
2812,3,0.1221,0.0,87,0.0962,0.1908,46.77
4516,2,0.8196,0.5,178,0.1771,0.3918,50.52
3988,1,0.0963,0.0,5,0.9819,0.1042,41.25
2135,3,0.1143,0.5,42,0.3379,0.4834,28.24
287,5,0.1834,0.0,123,0.1478,0.1672,45.8
1215,4,0.2361,1.0,17,0.2413,0.3085,4.59
1904,2,0.2627,1.0,38,0.0441,0.3966,18.22
587,4,0.1292,0.0,131,0.2305,0.2428,51.92
488,3,0.1016,0.5,56,0.336,0.5014,31.88
5369,20,0.0577,0.5,77,0.1278,0.2884,37.4
3672,4,0.2289,1.0,47,0.3983,0.3487,17.9
2970,2,0.1439,1.0,76,0.1089,0.3813,14.68
3382,4,0.124,0.0,31,0.4509,0.4411,44.94
693,2,0.0875,0.0,116,0.8709,0.1278,57.95
948,2,0.4438,1.0,93,0.2268,0.2074,22.11
2427,4,0.2715,0.0,2,0.5999,0.4496,37.53
2568,2,0.121,1.0,35,0.1964,0.51,12.64
552,3,0.3222,0.0,171,0.2824,0.2161,50.94
2301,6,0.1156,0.5,38,0.2664,0.2398,30.11
1931,1,0.2233,0.5,1,0.3927,0.501,16.9
3901,4,0.0575,1.0,0,0.784,0.5069,12.94
2577,0,0.1599,0.0,69,0.4279,0.2743,33.85
5781,15,0.6993,1.0,72,0.5076,0.2176,21.84
1521,2,0.0634,1.0,63,0.2427,0.2678,23.13
740,5,0.0458,1.0,14,0.1275,0.3971,8.09
5680,23,0.6511,1.0,81,0.3889,0.3296,40.17
2676,2,0.1398,1.0,164,0.3756,0.4007,19.89
1940,2,0.048,1.0,28,0.1382,0.4164,1.14
981,6,0.1286,0.5,62,0.2477,0.5526,25.16
1535,2,0.7957,1.0,5,0.5884,0.2993,26.32
1470,6,0.703,1.0,80,0.1981,0.2419,14.53
708,1,0.7732,0.5,13,0.4484,0.3494,36.09
188,3,0.2628,0.0,115,0.5348,0.3453,48.11
1442,5,0.1167,0.0,4,0.3982,0.2881,39.99
3442,2,0.0278,1.0,67,0.1779,0.5855,13.84
4778,5,0.3362,1.0,2,0.9435,0.2295,9.68
4005,5,0.1306,0.0,221,0.0192,0.1449,65.76
4165,2,0.0486,1.0,1,0.9615,0.1443,15.59
792,4,0.2413,0.0,54,0.1058,0.5179,45.84
2461,3,0.4774,0.5,107,0.1898,0.5224,41.83
2986,5,0.1376,1.0,39,0.4609,0.5137,13.35
3123,1,0.2417,1.0,0,0.2787,0.1849,21.94
1907,6,0.6239,0.5,11,0.7916,0.2348,29.73
2244,5,0.1981,1.0,56,0.5978,0.3757,25.34
3925,3,0.4777,1.0,3,0.8119,0.3461,9.07
2910,5,0.0628,1.0,19,0.1426,0.2778,13.42
3300,4,0.536,1.0,15,0.1421,0.3785,22.94
1388,2,0.0324,0.5,47,0.1033,0.4039,27.99
3180,1,0.8489,0.0,12,0.4358,0.385,49.59
2221,3,0.2161,0.0,4,0.8071,0.277,33.97
3657,8,0.1043,0.0,46,0.5153,0.1923,45.05
1131,3,0.4188,0.0,179,0.2108,0.2677,51.22
3454,4,0.0457,0.0,37,0.3412,0.2483,44.13
1553,3,0.5806,0.0,43,0.0945,0.4929,46.46
3465,2,0.0527,0.5,21,0.4467,0.4138,24.75
2472,5,0.2665,0.0,17,0.4996,0.6016,47.09
2101,0,0.0571,0.5,92,0.0893,0.4359,26.25
1621,1,0.3,0.0,58,0.439,0.1631,32.42
1946,2,0.2235,0.0,154,0.2292,0.3098,50.02
1445,5,0.4123,0.5,30,0.4068,0.3808,39.93
1595,6,0.0813,1.0,26,0.0249,0.2075,15.46
2855,6,0.5207,1.0,36,0.2056,0.4632,15.17
389,2,0.2196,0.5,55,0.1775,0.5782,30.23
3432,6,0.2759,1.0,72,0.1255,0.4944,21.15
3472,4,0.2206,1.0,10,0.3792,0.2542,15.54
1661,5,0.0702,0.0,96,0.0454,0.2839,52.85
2287,4,0.3078,0.0,19,0.6637,0.3031,43.05
889,2,0.1004,0.5,62,0.2599,0.376,28.14
2724,0,0.232,0.5,129,0.4849,0.1964,42.23
993,7,0.131,1.0,33,0.3581,0.2072,14.7
55,0,0.2316,0.0,101,0.3522,0.3211,44.89
4655,4,0.3814,1.0,13,0.4131,0.449,17.77
799,5,0.2033,0.5,57,0.4003,0.1902,25.3
1914,6,0.4188,1.0,64,0.4464,0.353,11.83
2352,3,0.034,0.5,16,0.4464,0.26,28.36
2850,6,0.2708,0.0,27,0.2181,0.3548,52.65
2046,4,0.3786,0.5,49,0.247,0.4542,34.01
2507,4,0.0622,0.0,22,0.2772,0.6092,46.03
1630,3,0.0229,0.0,240,0.1243,0.2284,54.14
473,5,0.0935,1.0,21,0.0803,0.1348,6.84
1987,2,0.777,0.5,18,0.0196,0.2042,25.15
3133,4,0.2833,0.0,32,0.1665,0.2491,44.96
846,5,0.606,0.5,6,0.7571,0.2303,30.79
2370,2,0.6589,0.5,11,0.7942,0.3622,24.56
6549,16,0.7802,0.0,25,0.2878,0.3968,59.55
1888,1,0.2534,0.0,1,0.4182,0.2511,42.35
1963,3,0.1457,1.0,50,0.1882,0.3347,20.38
431,3,0.0987,0.0,225,0.285,0.3814,47.52
755,2,0.0747,1.0,58,0.1631,0.1764,9.18
1003,2,0.1296,0.0,121,0.0769,0.405,45.0
3047,3,0.1875,0.5,1,0.3025,0.1782,22.09
901,2,0.0048,0.5,20,0.1321,0.5026,22.27
2683,5,0.1162,0.0,64,0.2296,0.4206,37.79
1086,0,0.1845,0.5,12,0.598,0.3874,20.22
450,3,0.133,0.5,16,0.199,0.4185,24.27
3313,2,0.1722,0.5,42,0.2941,0.281,24.85
1484,5,0.5243,1.0,0,0.6334,0.1242,8.55
2865,2,0.0911,1.0,105,0.5369,0.1375,17.61
433,4,0.018,0.0,92,0.2448,0.2821,44.97
162,6,0.2747,0.5,31,0.2744,0.4143,18.94
2207,3,0.0669,0.0,6,0.7776,0.1752,41.12
729,2,0.212,0.0,37,0.07,0.3021,45.24
2183,1,0.591,0.0,150,0.0591,0.3956,52.6
2219,4,0.1397,0.5,35,0.136,0.3643,37.64
2012,4,0.1216,1.0,50,0.4688,0.1776,15.4
4143,4,0.3055,0.5,33,0.6159,0.2069,32.79
2649,4,0.0894,1.0,21,0.6002,0.5543,15.53
6545,19,0.1711,1.0,36,0.2424,0.3546,21.6
1517,5,0.4422,0.0,118,0.0712,0.3265,51.28
600,1,0.4936,0.0,210,0.173,0.2316,60.04
1151,1,0.1442,0.5,207,0.0689,0.3917,36.73
1591,3,0.1577,0.5,10,0.4238,0.4876,23.24
6910,9,0.8106,0.0,94,0.2471,0.4409,67.39
2100,0,0.031,0.0,21,0.1014,0.2194,41.3
4249,9,0.1957,0.5,0,0.2927,0.3565,31.87
1415,1,0.2068,0.5,60,0.2632,0.1407,28.19
1276,4,0.0638,0.5,24,0.2005,0.2235,24.61
414,4,0.7893,1.0,40,0.3494,0.229,19.87
6765,15,0.3281,1.0,23,0.4855,0.2213,35.34
5226,12,0.6904,1.0,9,0.4258,0.2548,24.88
2388,9,0.0274,0.5,15,0.03,0.5865,36.72
1667,3,0.5344,0.5,43,0.5281,0.5539,28.49
2161,7,0.1201,0.0,146,0.6152,0.3381,49.24
576,4,0.1101,1.0,19,0.4306,0.3648,4.83
2862,7,0.7252,0.5,7,0.8636,0.4508,26.82
4940,3,0.1609,0.0,106,0.0837,0.3841,53.19
5108,20,0.2688,1.0,72,0.2516,0.3211,32.67
434,1,0.8824,0.5,126,0.1685,0.1215,42.49
4222,2,0.2475,1.0,30,0.4787,0.2278,12.73
580,6,0.0755,0.0,5,0.4136,0.4319,36.92
179,7,0.386,0.5,29,0.1809,0.2517,28.19
4331,5,0.2947,1.0,53,0.5027,0.1916,20.18
1322,5,0.0806,0.5,7,0.3962,0.4491,27.58
3922,4,0.7748,0.5,12,0.5211,0.3685,31.73
3683,5,0.0356,0.5,225,0.1458,0.136,45.44
3363,1,0.4975,0.5,14,0.5182,0.4865,36.41
2141,4,0.1889,0.0,154,0.0987,0.1967,52.69
648,7,0.0313,0.0,36,0.204,0.3235,38.98
1594,4,0.0937,0.5,29,0.2815,0.1751,25.77
5165,21,0.8058,0.0,58,0.9279,0.4642,59.78
3992,1,0.0843,0.5,57,0.2382,0.4839,24.37
1662,4,0.7114,0.5,64,0.6739,0.4837,31.31
1645,2,0.0749,1.0,47,0.4088,0.2194,13.38
3155,3,0.8353,0.5,3,0.4585,0.5459,42.51
2260,3,0.7101,0.5,46,0.7173,0.1692,28.76
1732,3,0.7677,0.0,15,0.1246,0.4917,50.57
2970,4,0.0826,0.5,108,0.0509,0.4459,37.62
2900,4,0.1154,0.0,131,0.4486,0.4453,57.99
1178,2,0.216,1.0,37,0.2365,0.2755,8.56
2605,6,0.3502,0.0,86,0.1413,0.2388,56.89
2774,2,0.8056,1.0,23,0.1812,0.4114,25.5
2019,1,0.6067,0.5,9,0.5938,0.3375,34.33
1071,2,0.4552,1.0,57,0.3203,0.2381,21.74
1554,3,0.1821,1.0,180,0.076,0.3451,26.22
886,4,0.1151,1.0,35,0.0841,0.4191,15.13
2657,3,0.1824,0.5,0,0.8795,0.2161,21.41
436,3,0.2307,0.0,3,0.8656,0.4637,25.12
5524,27,0.4549,0.5,53,0.1178,0.3407,46.83
4784,2,0.3121,0.0,10,0.4209,0.426,45.09
2822,2,0.1284,0.5,4,0.32,0.3041,30.51
3832,3,0.0147,1.0,14,0.5164,0.5022,16.91
3657,6,0.6328,0.5,16,0.1561,0.1162,28.82
2287,3,0.674,0.0,68,0.5723,0.2465,60.51
1770,2,0.2609,1.0,10,0.0813,0.391,13.66
1615,0,0.0759,0.0,65,0.3096,0.4199,36.32
5660,17,0.7861,1.0,214,0.4113,0.4112,38.33
1037,1,0.3576,1.0,85,0.3579,0.2669,4.65
1055,2,0.1242,0.0,56,0.1373,0.5021,47.19
4067,3,0.433,0.0,77,0.0753,0.5359,50.82
3806,2,0.0124,1.0,4,0.5157,0.3442,6.54
1689,3,0.474,0.0,32,0.4551,0.0912,40.0
3042,3,0.2845,1.0,94,0.214,0.32,19.27
3330,6,0.116,0.5,44,0.4092,0.3604,34.38
616,3,0.1701,0.5,25,0.2009,0.1659,16.43
4993,2,0.2866,0.5,192,0.2394,0.2649,41.1
3329,3,0.1467,0.5,2,0.6861,0.2289,27.64
2860,2,0.2304,0.5,76,0.5514,0.194,28.35
3348,4,0.5591,0.5,71,0.5893,0.2544,38.26
2617,1,0.0866,0.5,0,0.733,0.2934,20.01
1931,2,0.1063,0.0,208,0.5102,0.5686,63.94
2302,2,0.1893,1.0,32,0.1916,0.3205,14.25
561,3,0.7195,0.5,35,0.3518,0.5623,36.51
7169,20,0.2385,0.5,0,0.4611,0.1418,41.64
1905,1,0.5016,0.5,31,0.541,0.3603,31.08
7089,19,0.0755,0.5,18,0.095,0.3538,37.24
2331,4,0.6068,0.0,179,0.6788,0.34,63.77
1266,1,0.0501,1.0,28,0.5767,0.3407,9.14
4897,3,0.3785,0.5,103,0.2516,0.5928,36.26
2777,1,0.1244,1.0,89,0.3442,0.4462,6.95
8880,23,0.1378,1.0,76,0.2686,0.1466,34.48
1239,5,0.7297,1.0,11,0.4043,0.4936,22.67
5036,19,0.7203,0.5,141,0.359,0.2637,47.12
5216,16,0.8101,0.0,92,0.2217,0.4084,59.12
3526,3,0.0537,0.5,12,0.1049,0.4568,27.16
5245,16,0.1529,0.5,36,0.2294,0.4343,44.5
1940,1,0.8212,0.5,4,0.8071,0.3336,18.22
1033,2,0.1392,0.0,12,0.2123,0.4042,35.94
1364,4,0.4839,0.5,39,0.2569,0.5031,25.82
2212,1,0.3168,0.0,45,0.1941,0.2004,47.11
3654,2,0.1945,0.5,11,0.627,0.5088,26.86
1098,2,0.2226,0.5,46,0.1819,0.1053,25.3
1616,2,0.1716,0.0,2,0.7188,0.5285,37.04
1176,1,0.0285,0.0,78,0.3581,0.3752,46.81
4112,2,0.3649,0.0,2,0.6614,0.4715,49.31
7052,14,0.5985,0.5,1,0.7296,0.202,44.48
881,2,0.3394,1.0,26,0.4729,0.454,13.69
3145,5,0.0488,0.0,47,0.5297,0.3357,51.81
4469,2,0.3834,1.0,88,0.4475,0.4386,17.71
1809,10,0.1005,0.0,63,0.2474,0.3007,49.54
592,2,0.8534,0.5,96,0.1054,0.3549,48.2
4866,3,0.2748,0.0,240,0.3725,0.4199,56.38
555,1,0.052,1.0,101,0.0494,0.4186,12.64
5846,14,0.1899,1.0,22,0.5755,0.1882,16.22
1155,3,0.0615,0.5,23,0.1045,0.5503,27.5
473,3,0.1078,0.0,66,0.4649,0.1611,48.45
1450,1,0.166,1.0,40,0.0546,0.1911,14.62
2081,6,0.7461,0.0,110,0.2941,0.3735,54.37
2424,0,0.8887,0.5,30,0.4311,0.4013,34.86
3333,3,0.3985,1.0,83,0.1114,0.3264,20.23
2588,2,0.7824,0.5,34,0.3366,0.2974,33.92
6676,22,0.281,1.0,140,0.0913,0.2078,40.4
2006,2,0.3419,1.0,140,0.3328,0.3677,31.28
2690,1,0.0293,1.0,35,0.0356,0.1971,14.83
2528,2,0.1557,0.0,46,0.3272,0.3197,45.03
413,3,0.0722,0.5,43,0.4025,0.4549,35.27
733,6,0.1678,0.5,30,0.159,0.3147,17.51
2219,4,0.5424,0.5,122,0.2352,0.3343,38.78
2931,2,0.3847,0.5,23,0.1751,0.3513,26.52
251,2,0.7123,0.5,5,0.3061,0.4699,25.52
6879,12,0.2604,1.0,49,0.0906,0.3427,30.69
3103,3,0.3145,0.0,221,0.4204,0.3695,65.92
2125,2,0.23,0.5,44,0.3313,0.2812,25.96
3002,2,0.1936,1.0,4,0.7805,0.3667,13.21
1382,6,0.0349,0.0,59,0.1146,0.425,40.74
2444,4,0.7162,0.0,16,0.3864,0.3252,40.14
2738,4,0.1341,1.0,13,0.2302,0.1109,12.46
4905,1,0.0359,0.0,177,0.3374,0.1032,55.58
1870,2,0.1074,0.5,168,0.744,0.4559,43.82
571,7,0.8653,1.0,1,0.4298,0.1646,24.74
1009,2,0.6465,0.5,36,0.0546,0.4583,27.96
1754,3,0.1214,1.0,5,0.9208,0.1268,0.0
637,2,0.0137,1.0,34,0.2817,0.1762,1.57
912,5,0.7662,0.5,17,0.1771,0.2065,26.25
1017,4,0.2871,1.0,71,0.0611,0.2867,17.53
1661,1,0.1453,0.0,43,0.5208,0.2023,39.23
3074,0,0.729,0.0,45,0.2834,0.2251,41.95
1599,6,0.2281,0.5,55,0.1505,0.2505,40.07
3224,2,0.0041,0.5,100,0.1347,0.4487,37.86
2127,1,0.1112,0.0,170,0.0955,0.5016,63.02
940,1,0.0379,0.5,24,0.2581,0.1353,13.74
2771,3,0.0181,0.0,240,0.2389,0.3576,66.73
2467,6,0.0977,0.0,44,0.4585,0.2859,43.75
3284,1,0.3268,0.5,16,0.3108,0.4365,27.03
3769,1,0.1369,1.0,0,0.5733,0.3346,10.71
5010,15,0.0903,1.0,26,0.2519,0.2226,17.75
3148,5,0.0256,0.5,125,0.2672,0.5359,37.14
2407,2,0.8243,0.5,66,0.1832,0.492,41.58
3295,5,0.0119,0.0,76,0.1031,0.389,39.31
1473,0,0.2061,0.5,8,0.5663,0.2438,29.72
1385,0,0.0743,0.5,240,0.3017,0.2857,43.52
5473,16,0.1913,1.0,134,0.3495,0.5753,32.24
1351,0,0.0783,0.5,40,0.4728,0.3898,29.17
1040,5,0.5785,1.0,15,0.2443,0.4715,16.32
3147,4,0.234,1.0,13,0.3636,0.4403,11.64
1484,4,0.7687,0.0,42,0.4081,0.3283,43.58
3743,1,0.8075,1.0,63,0.1698,0.3133,30.21
4763,3,0.0258,0.0,45,0.4479,0.2897,39.07
1172,2,0.5769,1.0,191,0.1256,0.3789,27.13
3418,1,0.7184,0.5,30,0.0994,0.2318,26.69
1324,3,0.4218,0.5,93,0.3316,0.1187,35.29
1783,3,0.0196,0.5,71,0.3543,0.469,29.04
2680,1,0.0566,0.5,60,0.1657,0.2668,23.31
1387,1,0.0254,1.0,24,0.0494,0.5,5.97
2507,4,0.1758,1.0,45,0.0381,0.2338,16.08
1900,0,0.8215,0.5,29,0.354,0.4513,32.52
3801,5,0.2469,1.0,1,0.68,0.3087,3.36
3808,2,0.2965,0.5,83,0.1886,0.2272,32.03
1393,3,0.07,0.5,134,0.7326,0.4085,33.63
2724,4,0.5499,0.0,187,0.038,0.372,67.51
4209,3,0.7801,1.0,91,0.1215,0.5929,31.82
898,2,0.5628,0.5,27,0.3177,0.36,25.78
1891,6,0.0589,0.5,9,0.8023,0.3312,29.07
2639,2,0.0509,0.5,38,0.2085,0.1211,25.92
863,3,0.0906,1.0,4,0.7098,0.3865,0.0
1531,6,0.544,0.0,1,0.5176,0.3921,50.21
6223,16,0.3126,0.5,53,0.5078,0.506,44.7
1348,4,0.6329,0.5,14,0.2815,0.2543,30.03
1473,2,0.7385,0.0,45,0.055,0.2209,47.59
3122,3,0.3281,0.5,107,0.1577,0.2003,38.72
770,2,0.676,1.0,9,0.7022,0.4342,10.97
1923,2,0.2711,0.0,82,0.6557,0.2182,43.79
1049,1,0.3064,1.0,43,0.3368,0.2506,8.42
